Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Mulching_Used,Region
7.23,52.74,1.16,0.89,31.3,80.39,1324.38,9.78,8.02,12.25,75.32,Sandy,Rice,Sowing,Rabi,Canal,Reservoir,Yes,South
7.39,37.5,1.54,1.49,14.12,67.56,1199.42,8.61,5.36,6.5,100.86,Silt,Wheat,Harvest,Zaid,Rainfed,River,No,North
7.1,52.68,0.33,0.85,38.39,81.77,1775.37,5.0,7.47,3.29,67.06,Loamy,Maize,Harvest,Kharif,Canal,River,No,Central
6.17,27.52,0.96,1.2,15.74,88.59,1162.19,6.49,15.93,6.86,74.12,Loamy,Potato,Flowering,Kharif,Canal,Reservoir,Yes,East
7.84,22.03,0.88,0.4,37.87,89.9,234.81,7.32,11.98,8.34,100.09,Sandy,Cotton,Flowering,Kharif,Rainfed,Groundwater,No,Central
5.23,24.03,0.69,2.9,28.47,73.85,1066.88,7.54,10.31,10.78,118.59,Loamy,Maize,Sowing,Kharif,Rainfed,Rainwater,No,West
5.92,18.69,1.15,1.92,31.0,89.78,1628.91,6.99,8.26,10.96,59.05,Clay,Rice,Flowering,Kharif,Rainfed,Reservoir,Yes,Central
6.36,36.0,1.1,2.59,26.67,48.25,1237.92,5.05,9.34,3.38,51.94,Clay,Maize,Flowering,Zaid,Drip,Rainwater,Yes,East
7.89,8.56,0.95,2.22,16.66,70.0,1246.64,4.62,2.44,12.87,34.88,Loamy,Maize,Sowing,Rabi,Canal,Groundwater,Yes,Central
6.48,40.7,1.5,0.33,34.01,53.12,1248.35,4.66,13.3,6.32,23.32,Loamy,Wheat,Harvest,Zaid,Rainfed,Groundwater,Yes,South
7.19,36.56,0.89,2.83,14.93,93.75,1547.14,6.05,12.11,1.67,7.36,Loamy,Maize,Harvest,Kharif,Sprinkler,Reservoir,Yes,West
5.53,11.72,1.44,1.8,37.27,44.78,1721.45,4.95,4.13,9.99,103.15,Silt,Sugarcane,Sowing,Rabi,Drip,Reservoir,No,North
7.23,11.54,1.2,2.41,33.81,52.81,692.5,6.63,19.76,6.33,22.66,Silt,Cotton,Flowering,Zaid,Sprinkler,Reservoir,No,Central
6.74,50.52,1.3,3.03,23.32,45.59,1869.37,10.58,10.32,11.56,10.56,Clay,Wheat,Vegetative,Kharif,Drip,River,No,North
5.87,50.75,0.37,2.64,27.54,75.36,858.26,10.69,8.33,10.55,72.39,Sandy,Wheat,Harvest,Zaid,Rainfed,Rainwater,Yes,East
5.24,13.56,1.16,1.65,25.17,89.02,692.23,5.18,11.06,6.01,31.21,Loamy,Rice,Flowering,Kharif,Drip,Groundwater,Yes,North
6.39,39.82,0.7,0.98,32.51,88.13,977.91,5.64,3.77,2.1,22.93,Clay,Maize,Flowering,Rabi,Sprinkler,Rainwater,No,East
7.76,21.97,0.95,0.66,39.99,33.39,1658.2,9.54,18.64,11.24,110.34,Silt,Rice,Harvest,Zaid,Canal,Reservoir,Yes,East
7.37,18.65,1.24,0.26,15.67,92.05,1021.94,7.35,13.82,7.46,30.93,Silt,Potato,Harvest,Kharif,Sprinkler,River,No,Central
7.52,18.63,1.38,2.71,34.49,61.52,1676.25,4.54,14.78,1.61,116.49,Silt,Sugarcane,Harvest,Kharif,Drip,Reservoir,Yes,Central
5.92,20.35,1.57,2.56,26.91,83.5,2262.23,5.84,11.22,1.5,18.38,Clay,Cotton,Sowing,Kharif,Sprinkler,River,No,South
4.95,31.27,0.42,1.77,35.71,33.89,2128.32,6.34,10.01,13.35,103.64,Silt,Rice,Sowing,Rabi,Sprinkler,Rainwater,No,East
5.04,18.3,0.9,2.4,28.89,41.09,2356.97,10.87,12.01,1.8,57.34,Clay,Wheat,Flowering,Zaid,Canal,River,No,East
6.27,29.7,0.78,2.46,28.59,37.75,2475.21,7.72,12.07,8.25,34.02,Sandy,Wheat,Vegetative,Zaid,Drip,River,No,North
8.17,20.27,1.46,2.58,21.53,67.0,2499.47,4.84,8.9,13.05,66.39,Clay,Wheat,Sowing,Rabi,Drip,River,Yes,East
8.03,11.6,1.39,1.74,34.8,47.15,2272.61,8.67,6.93,13.33,18.07,Clay,Potato,Flowering,Rabi,Canal,Groundwater,Yes,North
5.5,42.04,0.62,1.29,38.5,71.63,785.71,6.63,0.94,6.83,89.85,Silt,Maize,Flowering,Kharif,Rainfed,River,Yes,North
6.56,59.48,1.23,2.15,37.85,86.07,1265.68,5.19,2.91,7.85,110.84,Clay,Rice,Sowing,Zaid,Drip,Reservoir,No,South
7.71,18.3,1.0,1.13,28.02,78.88,2366.75,4.25,9.21,12.43,23.19,Clay,Wheat,Vegetative,Zaid,Canal,Reservoir,No,South
5.45,63.89,1.31,1.49,19.37,45.04,211.71,9.67,8.4,7.28,92.69,Silt,Rice,Harvest,Kharif,Sprinkler,River,Yes,Central
5.51,33.03,1.26,0.67,41.56,61.53,559.24,8.79,1.85,9.24,47.56,Sandy,Potato,Vegetative,Rabi,Rainfed,Reservoir,Yes,Central
6.25,59.39,0.85,2.76,12.24,82.78,1924.47,6.59,13.17,5.5,76.35,Loamy,Wheat,Flowering,Zaid,Drip,River,Yes,North
6.33,58.74,1.29,2.83,33.64,57.45,1877.28,4.93,13.2,0.53,16.74,Clay,Rice,Flowering,Kharif,Rainfed,Groundwater,No,Central
6.61,44.64,0.92,3.0,31.67,81.31,236.13,6.06,3.9,14.47,86.95,Loamy,Potato,Sowing,Zaid,Rainfed,Reservoir,No,North
6.76,12.63,1.46,1.99,21.48,54.56,514.9,7.81,18.09,0.4,21.5,Clay,Cotton,Flowering,Kharif,Sprinkler,River,No,Central
6.54,13.15,0.9,0.4,15.98,93.99,2199.61,8.36,6.92,1.06,119.36,Sandy,Sugarcane,Harvest,Rabi,Canal,Rainwater,No,West
6.08,36.54,0.8,1.62,28.46,59.34,1576.92,6.56,1.06,11.83,11.56,Loamy,Wheat,Vegetative,Rabi,Sprinkler,Rainwater,Yes,East
7.84,15.7,1.18,1.09,24.63,79.58,1687.24,10.54,7.22,14.4,82.65,Loamy,Sugarcane,Harvest,Rabi,Rainfed,Reservoir,Yes,East
5.12,27.2,1.16,2.67,19.44,31.8,1427.96,5.68,9.93,0.59,87.77,Loamy,Potato,Harvest,Zaid,Rainfed,Rainwater,No,North
7.14,35.6,1.37,2.58,38.68,77.69,788.67,10.31,19.54,7.63,74.33,Silt,Wheat,Harvest,Zaid,Rainfed,Rainwater,Yes,North
6.2,49.21,0.44,0.89,34.54,80.37,896.21,4.34,19.27,13.66,100.12,Silt,Wheat,Harvest,Kharif,Sprinkler,Rainwater,No,North
6.18,63.42,0.52,1.84,25.77,38.34,2368.24,10.22,19.78,9.22,112.5,Sandy,Rice,Harvest,Kharif,Drip,Groundwater,Yes,East
6.52,41.4,0.61,2.6,16.42,42.35,985.66,8.17,10.24,3.71,56.66,Sandy,Sugarcane,Flowering,Zaid,Canal,Rainwater,Yes,South
7.91,28.4,0.72,1.53,38.46,41.78,1658.06,8.13,18.56,5.29,100.6,Loamy,Potato,Sowing,Zaid,Rainfed,River,No,South
5.99,50.18,1.08,0.97,34.01,85.41,875.42,7.21,13.31,0.65,89.25,Sandy,Maize,Harvest,Kharif,Rainfed,River,Yes,North
5.44,61.05,0.39,2.32,17.39,86.23,1565.27,4.06,5.17,3.49,88.68,Loamy,Cotton,Sowing,Rabi,Drip,Rainwater,Yes,West
6.04,58.38,1.52,2.67,24.73,54.07,2079.89,9.11,1.59,4.42,59.16,Sandy,Maize,Vegetative,Kharif,Drip,Reservoir,No,South
6.38,58.29,1.03,0.2,22.44,27.63,485.69,5.45,6.46,8.88,46.54,Clay,Sugarcane,Flowering,Rabi,Rainfed,Groundwater,No,North
6.59,22.13,0.61,1.93,38.1,53.97,847.21,5.88,19.04,4.68,98.51,Sandy,Potato,Harvest,Kharif,Canal,Rainwater,No,East
7.47,28.47,0.54,1.86,31.09,81.2,2298.01,9.48,18.82,4.13,80.13,Clay,Maize,Sowing,Kharif,Drip,Rainwater,Yes,North
5.95,20.38,0.81,2.08,20.23,75.28,2483.32,7.95,14.77,8.57,110.64,Sandy,Wheat,Harvest,Rabi,Rainfed,Rainwater,Yes,South
5.08,40.68,1.05,3.16,34.65,59.78,2097.37,5.24,1.42,3.06,33.63,Silt,Potato,Flowering,Rabi,Rainfed,Groundwater,Yes,East
6.47,27.35,0.52,1.61,25.95,35.4,2175.54,9.23,4.84,0.37,33.95,Sandy,Wheat,Flowering,Kharif,Drip,Groundwater,No,East
6.27,46.99,0.53,1.49,21.74,55.4,1662.42,4.09,16.54,5.74,89.06,Silt,Rice,Vegetative,Zaid,Sprinkler,Reservoir,Yes,West
7.58,21.85,1.0,0.41,28.59,83.41,207.06,7.78,14.59,6.76,57.67,Clay,Potato,Sowing,Kharif,Canal,Reservoir,No,South
7.77,31.34,0.42,1.54,20.55,33.95,2175.32,8.85,9.07,9.01,99.15,Loamy,Wheat,Sowing,Kharif,Drip,River,Yes,West
5.73,13.94,0.58,1.62,14.58,58.26,2066.13,10.5,3.53,3.58,13.75,Sandy,Potato,Vegetative,Zaid,Drip,Groundwater,No,West
6.7,23.56,0.55,1.81,25.46,37.92,2256.36,4.88,4.79,4.07,59.57,Sandy,Potato,Vegetative,Rabi,Drip,Groundwater,Yes,North
5.31,36.58,0.61,2.17,21.47,89.42,1034.95,7.93,11.99,10.08,107.12,Clay,Maize,Flowering,Zaid,Canal,River,No,West
5.16,17.18,1.02,1.9,35.8,93.11,2445.49,6.01,3.07,9.92,107.63,Silt,Sugarcane,Harvest,Kharif,Rainfed,Rainwater,Yes,East
7.4,30.52,1.16,2.61,16.09,91.44,2046.3,4.5,18.92,0.83,92.67,Clay,Wheat,Flowering,Kharif,Sprinkler,Reservoir,Yes,South
6.35,14.58,1.17,2.46,31.0,61.52,1729.94,8.24,6.29,6.35,30.95,Clay,Rice,Flowering,Kharif,Sprinkler,Groundwater,No,East
7.49,37.13,0.31,1.09,33.3,69.57,1645.27,4.49,2.37,5.0,36.88,Clay,Wheat,Harvest,Rabi,Drip,Rainwater,No,North
7.2,23.5,0.61,3.42,23.58,55.11,2066.13,5.28,5.55,4.04,111.74,Silt,Rice,Vegetative,Kharif,Rainfed,Groundwater,No,Central
7.7,23.73,0.96,1.48,38.5,61.79,2146.81,6.34,16.07,8.11,87.11,Clay,Potato,Sowing,Kharif,Canal,Groundwater,Yes,North
6.85,33.2,0.83,1.23,32.0,77.69,2060.39,9.89,13.9,3.52,62.69,Loamy,Maize,Sowing,Rabi,Rainfed,River,Yes,West
7.14,44.23,1.28,1.8,40.23,73.18,1821.3,10.28,9.89,11.11,26.21,Clay,Rice,Sowing,Zaid,Sprinkler,Rainwater,Yes,West
5.02,55.99,0.72,2.41,18.52,54.16,1559.48,9.7,8.05,11.71,23.38,Sandy,Maize,Vegetative,Rabi,Drip,Reservoir,Yes,South
6.76,49.38,0.89,2.23,19.76,53.11,2222.69,8.01,7.88,3.89,22.07,Silt,Rice,Vegetative,Kharif,Rainfed,Reservoir,Yes,West
6.04,33.83,0.68,1.51,36.18,46.77,2376.61,10.22,9.0,1.16,93.09,Loamy,Maize,Harvest,Zaid,Rainfed,Groundwater,Yes,East
7.5,11.96,0.61,2.89,29.11,92.7,1753.12,6.67,8.88,6.49,100.36,Sandy,Wheat,Harvest,Rabi,Sprinkler,River,No,South
6.29,46.11,0.6,2.8,38.48,48.24,861.79,8.73,17.73,5.6,48.47,Clay,Rice,Vegetative,Kharif,Canal,River,No,Central
5.1,32.36,0.46,1.1,17.35,29.63,1446.81,5.87,5.3,2.09,62.75,Loamy,Rice,Flowering,Rabi,Rainfed,River,No,West
6.08,52.3,1.01,2.37,21.37,37.9,2117.48,6.88,17.57,9.91,84.51,Sandy,Wheat,Harvest,Zaid,Canal,River,No,Central
8.03,50.01,0.35,2.66,31.02,93.39,1484.74,7.74,13.57,9.34,51.35,Loamy,Wheat,Harvest,Rabi,Canal,Reservoir,Yes,West
6.28,18.89,0.86,0.71,38.04,79.23,2343.13,4.02,2.55,10.06,0.78,Sandy,Wheat,Flowering,Rabi,Sprinkler,River,Yes,East
5.01,36.41,1.15,3.19,30.85,55.49,2055.75,5.53,15.98,7.96,42.22,Sandy,Wheat,Vegetative,Rabi,Drip,Rainwater,Yes,Central
5.75,14.22,0.33,2.75,32.61,54.12,1318.64,6.05,6.52,13.71,43.65,Sandy,Cotton,Vegetative,Kharif,Canal,Reservoir,Yes,South
7.96,40.68,1.24,1.94,35.86,41.09,2469.32,5.84,17.53,11.57,4.85,Sandy,Cotton,Sowing,Rabi,Canal,River,No,North
6.89,38.18,0.66,1.09,13.47,47.6,1608.39,10.47,14.89,3.83,30.68,Clay,Rice,Vegetative,Kharif,Drip,Reservoir,Yes,Central
5.84,21.12,0.66,1.98,31.35,62.92,1131.67,10.93,0.86,5.56,61.61,Silt,Wheat,Sowing,Rabi,Sprinkler,Rainwater,No,Central
7.94,8.38,1.24,1.98,37.83,71.18,722.76,6.61,8.7,8.17,97.71,Sandy,Maize,Flowering,Zaid,Sprinkler,River,No,South
8.12,55.45,0.79,3.06,24.19,64.42,1610.87,8.25,8.79,5.66,110.23,Clay,Rice,Flowering,Rabi,Canal,Rainwater,Yes,Central
7.88,22.11,1.47,1.99,40.8,71.39,1734.02,6.11,0.98,10.74,102.74,Silt,Rice,Sowing,Zaid,Sprinkler,River,Yes,West
7.64,25.95,0.36,2.75,33.31,48.06,848.32,7.95,9.36,5.88,102.03,Loamy,Wheat,Vegetative,Rabi,Rainfed,Reservoir,No,North
6.77,29.7,0.46,0.52,40.96,26.4,677.81,4.43,19.46,1.15,39.67,Clay,Wheat,Vegetative,Zaid,Canal,Rainwater,No,West
5.47,44.98,0.46,3.09,25.33,64.87,1137.5,8.54,0.68,2.07,118.65,Clay,Potato,Sowing,Kharif,Rainfed,Reservoir,No,Central
7.21,44.1,0.98,0.41,21.92,61.94,1694.93,9.25,16.17,4.49,15.05,Clay,Sugarcane,Sowing,Kharif,Rainfed,Reservoir,Yes,West
7.77,29.44,1.55,0.72,20.17,67.03,1163.73,9.92,0.65,3.54,48.18,Sandy,Wheat,Sowing,Kharif,Canal,Rainwater,No,Central
5.84,21.11,0.86,0.31,38.95,91.78,8.45,4.4,19.85,7.37,112.85,Clay,Rice,Vegetative,Zaid,Drip,Groundwater,Yes,North
6.16,13.56,1.14,1.03,27.98,45.9,1820.73,7.91,11.04,8.15,13.6,Clay,Wheat,Flowering,Kharif,Rainfed,Rainwater,Yes,North
7.72,24.41,1.41,0.89,33.89,37.71,1711.98,6.55,11.06,1.71,16.39,Loamy,Sugarcane,Vegetative,Zaid,Sprinkler,Rainwater,No,South
6.21,63.05,0.58,1.1,14.45,63.23,605.7,4.11,2.17,11.68,49.6,Loamy,Rice,Vegetative,Rabi,Canal,River,Yes,Central
5.06,63.94,1.04,1.19,27.0,79.42,1417.19,6.68,11.32,12.65,107.29,Sandy,Wheat,Harvest,Rabi,Sprinkler,River,No,Central
6.57,12.99,0.68,1.17,33.77,82.1,648.99,9.56,16.07,14.03,100.51,Clay,Maize,Vegetative,Rabi,Sprinkler,Reservoir,Yes,South
7.76,14.64,0.42,0.57,24.73,61.75,1617.17,5.12,15.65,11.68,104.62,Loamy,Maize,Sowing,Kharif,Sprinkler,Rainwater,No,Central
5.38,43.23,1.18,2.11,41.31,72.86,2137.79,10.1,5.7,3.88,83.82,Loamy,Cotton,Harvest,Kharif,Sprinkler,Reservoir,No,Central
6.81,11.54,1.24,2.35,30.73,81.87,474.39,5.49,3.39,10.81,107.53,Sandy,Potato,Flowering,Rabi,Sprinkler,Reservoir,No,West
5.88,28.25,1.2,2.95,28.4,50.69,1717.69,7.96,15.95,1.84,49.39,Sandy,Cotton,Vegetative,Rabi,Sprinkler,Rainwater,No,Central
6.86,36.41,0.67,0.11,35.68,70.41,2285.0,4.17,14.79,4.78,38.47,Clay,Maize,Flowering,Rabi,Drip,Groundwater,Yes,South
7.9,38.96,0.43,1.53,31.48,28.02,1366.08,8.94,2.11,1.11,110.29,Clay,Potato,Flowering,Zaid,Canal,Reservoir,No,North
6.88,52.16,0.96,1.37,23.65,84.51,2368.6,8.24,15.21,4.04,88.3,Sandy,Cotton,Flowering,Rabi,Canal,Reservoir,Yes,East
6.71,22.69,0.99,2.07,37.04,73.7,1847.35,8.34,7.02,5.1,33.1,Silt,Rice,Flowering,Rabi,Canal,River,Yes,South
7.67,55.87,0.36,1.49,18.42,26.88,1352.21,10.11,18.01,5.3,40.21,Silt,Potato,Vegetative,Rabi,Rainfed,River,Yes,West
8.04,55.47,0.67,0.32,24.66,60.66,575.47,7.53,17.27,13.63,4.18,Clay,Rice,Harvest,Zaid,Canal,Groundwater,Yes,West
5.45,40.71,0.61,2.46,24.51,46.44,2373.76,7.68,13.31,13.18,88.73,Silt,Maize,Sowing,Rabi,Canal,Rainwater,Yes,South
5.7,31.76,0.31,3.25,35.86,80.54,1199.45,9.31,13.07,12.81,59.01,Sandy,Wheat,Flowering,Rabi,Canal,River,Yes,South
6.73,31.16,1.11,2.29,25.6,33.01,2343.79,10.77,15.77,2.7,6.24,Clay,Potato,Harvest,Kharif,Rainfed,Reservoir,No,Central
5.23,11.89,0.55,0.7,29.21,61.05,1922.03,4.38,12.78,6.45,56.58,Clay,Potato,Flowering,Zaid,Drip,Rainwater,No,East
7.72,31.7,1.54,2.05,19.22,86.11,311.08,8.91,9.28,9.54,114.22,Loamy,Sugarcane,Harvest,Rabi,Sprinkler,Rainwater,No,West
7.99,64.88,1.6,2.01,13.99,52.99,1758.01,10.76,5.59,4.54,96.79,Clay,Maize,Sowing,Rabi,Canal,Groundwater,Yes,North
5.59,38.12,1.04,3.3,14.96,68.22,1742.24,6.42,14.13,10.74,15.13,Loamy,Sugarcane,Harvest,Zaid,Drip,River,Yes,West
5.95,43.23,0.85,2.67,21.27,82.7,2103.23,10.44,7.41,13.85,31.5,Clay,Rice,Sowing,Zaid,Drip,Rainwater,No,Central
5.38,12.11,0.98,2.83,38.97,44.85,2433.15,6.98,5.04,1.56,83.57,Clay,Rice,Harvest,Kharif,Drip,Reservoir,No,North
4.98,14.06,1.34,1.5,13.59,89.63,635.28,10.14,19.51,4.2,92.29,Sandy,Potato,Harvest,Zaid,Canal,Groundwater,No,South
5.1,29.23,0.64,1.63,19.46,87.13,2476.41,5.73,19.35,11.77,99.59,Sandy,Wheat,Sowing,Rabi,Drip,Reservoir,Yes,West
7.62,50.88,1.04,2.33,29.83,33.15,2480.45,9.4,9.12,0.61,81.22,Loamy,Potato,Harvest,Zaid,Drip,River,No,Central
5.46,42.64,0.47,1.99,16.09,58.12,1663.21,7.17,18.73,4.17,96.73,Sandy,Wheat,Flowering,Zaid,Sprinkler,Rainwater,No,South
7.33,45.21,0.83,2.57,37.89,91.17,875.07,5.74,8.55,6.3,22.34,Silt,Potato,Sowing,Rabi,Drip,Reservoir,Yes,Central
5.94,10.65,1.41,3.36,12.48,94.78,2266.11,4.32,1.18,9.51,35.41,Silt,Wheat,Harvest,Rabi,Sprinkler,River,Yes,East
6.2,40.48,0.31,1.35,36.52,79.99,634.28,4.65,4.6,3.67,40.7,Sandy,Sugarcane,Vegetative,Zaid,Canal,Rainwater,Yes,West
5.37,62.99,0.68,0.35,27.75,69.71,1666.05,4.97,18.62,11.71,31.37,Loamy,Wheat,Vegetative,Rabi,Rainfed,Reservoir,No,East
7.83,16.42,0.61,0.62,16.09,53.84,1740.84,10.29,8.46,10.76,33.61,Silt,Maize,Harvest,Rabi,Canal,Groundwater,No,East
6.77,59.23,0.67,0.11,21.87,30.05,461.77,5.12,10.56,5.36,24.47,Sandy,Potato,Vegetative,Kharif,Sprinkler,Rainwater,No,South
5.65,62.33,1.53,2.68,20.34,28.39,888.28,5.5,15.2,4.88,45.46,Clay,Potato,Sowing,Rabi,Drip,Groundwater,Yes,Central
7.97,20.54,1.03,1.76,29.7,59.36,1073.26,6.57,3.38,6.2,38.53,Loamy,Cotton,Vegetative,Rabi,Sprinkler,Reservoir,No,West
5.24,21.11,0.49,1.24,28.36,53.8,2322.37,7.87,11.66,5.86,98.84,Loamy,Cotton,Harvest,Rabi,Sprinkler,Groundwater,No,East
5.65,61.02,0.68,0.86,13.26,36.67,1613.95,10.81,2.91,11.33,96.97,Silt,Wheat,Harvest,Kharif,Drip,River,Yes,West
7.08,34.11,1.33,0.41,30.86,91.87,464.89,8.4,19.97,14.23,80.37,Silt,Sugarcane,Flowering,Rabi,Canal,River,No,East
7.66,34.28,0.84,0.38,26.14,57.53,1747.02,6.99,16.69,3.78,50.63,Clay,Potato,Harvest,Kharif,Sprinkler,Groundwater,Yes,Central
8.02,46.86,0.57,0.45,17.75,63.69,1337.63,5.11,7.42,0.9,101.44,Silt,Sugarcane,Vegetative,Rabi,Drip,Rainwater,Yes,Central
5.34,22.12,1.31,2.12,16.45,74.23,2084.01,10.26,17.21,14.95,40.84,Loamy,Maize,Harvest,Kharif,Canal,Groundwater,No,South
7.33,63.56,1.09,1.39,36.57,31.24,668.83,6.94,14.04,14.21,74.76,Loamy,Cotton,Sowing,Zaid,Drip,Groundwater,No,South
6.85,45.8,0.75,3.38,13.42,52.95,1119.63,9.51,11.64,11.08,61.07,Silt,Wheat,Flowering,Rabi,Sprinkler,River,No,West
6.04,31.56,0.76,2.35,24.66,54.89,2458.04,7.23,11.28,10.1,19.7,Clay,Cotton,Flowering,Zaid,Canal,Groundwater,No,West
7.1,57.69,0.69,2.13,17.66,54.77,1049.17,4.35,8.26,8.25,42.0,Sandy,Wheat,Flowering,Kharif,Sprinkler,Rainwater,No,Central
5.68,60.29,0.64,3.23,33.19,79.53,1175.98,5.73,14.84,10.42,94.43,Sandy,Rice,Harvest,Kharif,Drip,River,Yes,West
7.2,12.18,0.76,2.83,33.87,89.33,1614.69,5.47,14.92,6.94,118.43,Clay,Rice,Harvest,Rabi,Rainfed,Reservoir,Yes,East
5.48,39.49,0.39,1.68,26.64,85.32,709.5,6.27,1.17,11.87,9.08,Sandy,Cotton,Vegetative,Rabi,Sprinkler,Reservoir,Yes,West
5.81,17.74,0.9,1.61,36.66,41.9,1356.29,6.12,1.52,0.38,31.42,Sandy,Rice,Vegetative,Zaid,Sprinkler,Reservoir,No,Central
7.82,21.4,0.8,1.66,27.37,78.41,796.35,8.14,3.92,13.85,14.11,Loamy,Maize,Flowering,Zaid,Drip,Rainwater,No,East
7.72,18.59,0.8,3.34,28.91,38.59,908.68,8.26,1.74,9.65,12.52,Silt,Cotton,Sowing,Kharif,Canal,River,Yes,North
6.72,9.19,1.13,2.33,19.12,27.68,565.38,8.51,1.31,2.91,18.68,Silt,Maize,Flowering,Zaid,Canal,Rainwater,No,South
8.15,10.58,0.54,3.36,20.73,78.41,2295.92,8.78,12.63,9.5,68.41,Loamy,Cotton,Vegetative,Zaid,Rainfed,River,No,West
5.87,41.31,1.29,0.41,21.37,46.0,1640.47,6.3,14.57,13.03,46.84,Clay,Rice,Flowering,Zaid,Canal,River,Yes,West
5.19,26.55,0.86,1.62,34.61,69.41,2480.45,4.46,14.86,13.51,27.09,Clay,Rice,Sowing,Rabi,Sprinkler,River,No,East
6.31,45.59,0.99,0.47,28.91,31.34,705.76,6.99,18.62,4.83,111.74,Loamy,Potato,Flowering,Zaid,Canal,Groundwater,Yes,North
5.02,24.67,0.99,1.0,24.14,56.68,1397.7,6.67,16.74,5.5,37.53,Silt,Maize,Harvest,Rabi,Drip,Reservoir,Yes,South
6.01,9.26,0.96,1.49,30.67,83.65,20.03,10.51,14.76,6.25,66.49,Sandy,Maize,Vegetative,Kharif,Canal,Reservoir,No,East
7.08,61.33,1.5,0.29,28.04,80.59,816.32,6.48,17.32,11.46,23.95,Sandy,Rice,Flowering,Rabi,Canal,Groundwater,No,Central
7.37,61.08,0.98,2.5,26.88,85.78,2442.78,7.62,15.6,4.06,15.25,Clay,Sugarcane,Harvest,Rabi,Sprinkler,Groundwater,Yes,West
7.34,55.23,0.4,1.41,31.89,33.33,1097.65,9.69,5.21,4.13,73.27,Sandy,Wheat,Flowering,Rabi,Drip,Groundwater,Yes,South
7.49,60.55,1.49,1.31,27.99,67.06,2136.65,10.99,16.06,1.65,106.5,Silt,Sugarcane,Vegetative,Kharif,Drip,Reservoir,No,North
6.25,32.37,1.15,3.21,33.06,51.54,1774.25,5.27,13.63,6.77,70.83,Loamy,Cotton,Vegetative,Kharif,Drip,Rainwater,No,South
4.95,13.31,0.75,1.24,16.95,29.99,1666.62,5.4,18.97,11.23,116.84,Sandy,Potato,Flowering,Rabi,Rainfed,Reservoir,Yes,Central
5.81,48.88,0.34,3.36,13.46,91.79,1313.04,4.38,9.52,1.08,90.47,Sandy,Maize,Vegetative,Rabi,Drip,Groundwater,Yes,South
5.05,61.17,1.4,0.95,29.71,41.98,2248.79,8.47,1.3,7.08,60.21,Clay,Rice,Flowering,Zaid,Drip,River,No,Central
7.55,17.61,0.42,1.48,33.49,70.56,1661.24,5.11,7.88,7.14,101.72,Clay,Maize,Flowering,Zaid,Sprinkler,Reservoir,No,Central
7.45,56.42,0.56,3.09,15.2,82.35,2099.66,9.65,4.02,3.76,42.69,Sandy,Rice,Vegetative,Zaid,Sprinkler,Groundwater,Yes,North
5.95,11.31,0.98,0.4,15.16,53.37,1265.81,8.16,16.16,5.21,53.76,Clay,Maize,Vegetative,Zaid,Drip,Groundwater,Yes,Central
6.94,14.71,0.58,2.16,28.78,82.78,997.45,5.76,4.62,13.26,101.42,Silt,Potato,Vegetative,Zaid,Canal,Reservoir,No,North
6.1,41.09,0.94,1.2,24.41,79.37,2254.73,7.51,14.53,3.84,94.7,Loamy,Potato,Harvest,Rabi,Sprinkler,Groundwater,Yes,West
6.44,24.86,0.41,0.89,34.94,68.56,2039.01,4.01,6.98,12.9,103.96,Clay,Potato,Vegetative,Rabi,Canal,River,No,South
7.25,52.86,0.76,0.49,37.84,55.81,1166.54,9.02,14.87,8.28,31.83,Sandy,Potato,Sowing,Zaid,Drip,River,Yes,South
5.14,63.68,0.84,1.62,28.04,68.94,1626.66,5.24,1.95,3.53,116.57,Loamy,Sugarcane,Flowering,Kharif,Drip,River,No,North
4.81,63.05,1.16,2.65,21.03,63.05,715.83,9.57,2.07,0.59,81.54,Loamy,Maize,Flowering,Kharif,Sprinkler,Groundwater,No,Central
7.97,10.55,0.81,3.2,39.24,53.1,657.42,9.47,16.04,5.86,68.55,Silt,Rice,Flowering,Kharif,Drip,Groundwater,No,West
7.44,19.39,1.17,2.61,36.08,35.2,2152.47,4.96,11.11,0.5,46.91,Loamy,Wheat,Vegetative,Zaid,Canal,Rainwater,No,Central
6.46,51.38,1.02,0.76,30.62,78.32,2093.64,9.18,15.85,3.4,31.85,Loamy,Cotton,Sowing,Zaid,Sprinkler,Rainwater,Yes,Central
7.7,53.73,1.34,1.17,21.36,48.61,1785.05,6.07,4.89,2.73,108.99,Sandy,Potato,Flowering,Rabi,Rainfed,River,Yes,East
7.96,40.23,1.49,2.59,26.64,50.98,1571.04,4.12,15.85,6.9,65.87,Clay,Sugarcane,Vegetative,Zaid,Sprinkler,Groundwater,No,East
7.34,23.84,1.48,2.76,41.95,83.58,1778.4,9.12,1.74,2.6,108.32,Sandy,Wheat,Sowing,Rabi,Sprinkler,Reservoir,No,Central
6.65,10.48,0.72,2.59,35.98,74.48,1170.79,4.11,8.66,9.36,66.81,Silt,Potato,Sowing,Zaid,Canal,River,No,East
6.38,22.76,1.18,0.34,37.85,85.96,2246.4,6.86,17.43,7.45,100.06,Clay,Cotton,Vegetative,Kharif,Canal,Reservoir,No,East
